186	Theodore	male	1	0	2019-05-21	My child went to jail and I don't want their animal.	  was taken from a kill shelter. She has the most amazing green eyes and is a love. She was h	268	NULL	user25
187	Sofia	female	1	1	2019-05-22	The animal has a behavior that I don't want to try to work with and correct.	 came to us with a litter of her babies. This devoted mom needs a home of her own.She purrs a	126	6333038298	user18
188	Pepper	female	1	0	2019-05-23	I don't want to be responsible for the animal anymore.	  is so smart and curious too.  She's becoming a TV binge watching c	95	NULL	user18
189	Sparky	male	1	1	2019-05-27	I am going to have a child and don't want the animal anymore.	 adoption fee has been sponsored by a generous donor.  Stella is a little chubby 	75	NULL	user13
190	Ginger	unknown	1	0	2019-05-28	The animal has a behavior that I don't want to try to work with and correct.	"  If you're looking for a sporty new best friend to hang out with, this is your guy"	216	NULL	user10
191	Harvey	male	1	0	2019-05-29	don't have time for the dog anymore	 came to us with a litter of her babies. This devoted mom needs a home of her own.She purrs a	184	NULL	user02
192	Sassy	unknown	1	0	2019-05-30	The animal has a behavior that I don't want to try to work with and correct.	 This Southern Belle has traveled all the way from South Carolina to find her forever home here in 	33	1091864842	user25
193	Loki	female	1	0	2019-06-10	think the dog barks too much	  Ever wished you can own a panther? Here's your chance! He is a crazy soft purr l	229	NULL	user25
194	Charlie	male	1	0	2019-06-10	don't like the way the dog reacted to a child	  My name is Archie. The best thing happened to me on the last day in 2019. Eleventh Hour R	51	8432382511	user02
195	Sadie	female	1	0	2019-06-10	don't know how to handle the animal's medical needs	  is an adorable boy that is friendly and does very well with other cats. If interested please	3	6460768584	user06
196	Indy	male	1	1	2019-06-11	"I ""Found"" the animal."	 This little girl is about 5-6 months old.  loves to play and i	52	NULL	user02
197	Fluffy	unknown	1	0	2019-06-13	didn't know the cat would sleep all day	" has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned "	90	NULL	user10
198	Eli	male	1	0	2019-06-14	haven't thought about any other options	  is a sweet girl that loves attention. She will sit next to you as long as you are petting	11	NULL	user03
199	Kiki	female	1	0	2019-06-17	Landlord won't let me keep the animal.	 owner has gone into the hospital and is no longer able to care for him. If interest	99	NULL	user16
200	Maddie	female	1	0	2019-06-26	I had no idea that animals were this much work.	"  healthy 6 year old male, long haired orange tabby.  Fixed with all his shots McF"	171	NULL	inge
201	Patches	male	1	0	2019-06-27	"I ""Found"" the animal."	  is a sweet girl rescued from North Carolina.  She is very independent.  If you are i	168	NULL	user16
202	Penny	female	1	0	2019-06-28	The animal turned 10 and you surrender the animal when it reaches that age.	  is a friendly handsome boy that needs his forever home. Please fill out an application a	138	NULL	user18
203	Lilly	female	1	0	2019-07-02	upset that the dog bit somebody	    is diabetic and needs insulin.   She does have a scratching po	25	NULL	user11
204	Sunny	female	1	0	2019-07-02	I have decided that my family is allergic to the animal.	  is a friendly handsome boy that needs his forever home. Please fill out an application a	118	NULL	user16
205	Tigger	male	1	0	2019-07-02	think the dog barks too much	  was surrendered to us due to his owner moving. He is a sweet boy. If interested please fil	70	NULL	user13
206	Hope	female	1	0	2019-07-03	The kitten opened the refrigerator and ruined $200.00 in food.	   I am a neutered male approx 2-3 years old. I love cuddling on your lap 	72	8016776100	user11
207	Goldie	female	1	0	2019-07-04	When I got it the animal was small and cute and now it is grown up and not cute.	  Adoption fee being sponsored by a generous donor!  Pita had her ear tipped	160	NULL	user11
208	Xena	female	1	0	2019-07-05	think the dog is too hyper	 sweet and affectionate girl who was surrendered by her former owner's 	85	NULL	user18
209	Chase	male	1	0	2019-07-08	"I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you."	  was rescued from a feral colony and is a shy kitten. She needs a truly patient and caring p	114	NULL	user13
210	Delilah	female	1	0	2019-07-09	don't know how to handle the animal's medical needs	  is a sweet girl rescued from North Carolina.  She is very independent.  If you are i	37	NULL	user10
211	Maddie	female	1	0	2019-07-12	I don't have time for the animal.	 sweet beautiful black panther. If you are interested please fill out an application a	16	NULL	user16
212	Mittens	female	1	0	2019-07-16	"My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"	 sweet beautiful black panther. If you are interested please fill out an application a	14	NULL	user16
213	Monty	male	1	0	2019-07-29	I had no idea that animals were this much work.	  My name is Archie. The best thing happened to me on the last day in 2019. Eleventh Hour R	192	NULL	user06
214	Taz	male	1	0	2019-07-30	having 'personal problems'	 This beauty spent her first year and a half with a family who had a dog and then returned her	119	NULL	user02
215	Heidi	unknown	1	0	2019-08-08	I didn't know I adopted a boy/girl animal.	  was adopted from us when he was 2 months old.  He was just returned because they do	53	NULL	user02
216	Trixie	female	1	0	2019-08-09	The animal pooped/peed on the floor.	"  a big mushy sweetheart who is good around other cats. He loves to be pet, and"	37	NULL	user17
217	Dixie	female	1	0	2019-08-19	The animal doesn't match my new furniture.	  beautiful dilute tortie. She was found pregnant and homeless.  She is an amazing 	88	8369540545	user03
218	Roo	unknown	1	0	2019-08-22	I am going to have a child and don't want the animal anymore.	  was a service dog for an elderly man who recently passed away. Now this boy needs a new home	125	NULL	user16
219	Trixie	female	1	0	2019-08-23	don't have time for the dog anymore	 This beauty spent her first year and a half with a family who had a dog and then returned her	241	7172587219	user18
220	Beau	male	1	0	2019-08-26	Landlord won't let me keep the animal.	" such a loving kitten. She purrs when you enter the room, she wants to sit in your lap or"	101	NULL	user02
221	Tabby	female	1	0	2019-08-27	I didn't know that owning an animal was this expensive	 found outside with a feral mom when they were ve	116	NULL	user18
222	Louie	male	1	0	2019-08-28	My child moved to college and left their animal behind.	"  He's a brave boy, who is good with cats, kids and dogs. He loves to be pet and played with"	62	NULL	user17
223	Mya	female	1	1	2019-08-29	didn't realize that the animal would need so much attention	 adoption fee has been sponsored by a generous donor.  Stella is a little chubby 	90	NULL	user13
224	Star	female	1	0	2019-09-02	The animal turned 10 and you surrender the animal when it reaches that age.	  Once she gets to know you she is a complete lovebug and for pets. The affection usually	5	NULL	user13
225	Brady	male	1	0	2019-09-04	"My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"	 came to us as pregnant girl. She had some deep wounds that needed healing and a long recov	176	NULL	user02
226	Midnight	male	1	0	2019-09-05	renovating the house or redoing the yard	  was found as a baby in a colony when they were to be rounded up and possibly euthanized. Th	19	5172303309	user13
227	Jet	male	1	0	2019-09-09	The animal doesn't match my new furniture.	  is a wonderful girl that came to us pregnant. She was an excellent mama and is ready for her	92	NULL	user17
228	Midnight	unknown	1	0	2019-09-16	haven't thought about any other options	 We don't know what happened to him before he arrived	180	NULL	user10
229	Emily	female	1	0	2019-09-17	having 'personal problems'	  is a wonderful girl that came to us pregnant. She was an excellent mama and is ready for her	248	NULL	user13
230	Midnight	unknown	1	0	2019-09-24	I have decided I am allergic to the animal.	" is a senior boy, 11-12 years old, the life he led before being rescued was filled "	15	NULL	user02
231	Sassy	female	1	0	2019-09-27	"I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you."	"   is the perfect pet for a single pet home.  He is super friendly, sweet and play"	10	NULL	user13
232	Sally	female	1	1	2019-10-02	I didn't know that owning an animal was this expensive	  unfortunately my family didn't love me enough and abandoned me on t	45	NULL	user25
233	Pepe	male	1	0	2019-10-02	don't know how to handle the animal's medical needs	  I know my name. I'm 7 years and only weigh 7 pounds. I was taken in as a 	1	NULL	user06
234	Jade	female	1	1	2019-10-03	I am going to have a child and don't want the animal anymore.	  beautiful dilute tortie. She was found pregnant and homeless.  She is an amazing 	243	8777033200	user16
235	Tiger Lily	female	1	0	2019-10-04	haven't thought about any other options	 foster mom says that she loves being petted and just likes to chill with her humans. S	93	NULL	user13
236	Luna	female	1	0	2019-10-07	haven't thought about any other options	  is a friendly handsome boy that needs his forever home. Please fill out an application a	75	NULL	inge
237	Tabby	female	1	0	2019-10-08	haven't thought about any other options	  is a friendly handsome boy that needs his forever home. Please fill out an application a	78	NULL	user03
238	Bruno	male	1	0	2019-10-10	My doctor told me that the cat will suck the life out of my newborn baby.	 is a sweet but shy Lab/Terrier mix puppy who will be making his way to NJ o	12	NULL	inge
239	Cole	male	1	0	2019-10-21	My doctor told me that the cat will suck the life out of my newborn baby.	 is a sweet gentle natured cat that did an amazing job raising her babies. She makes t	101	NULL	user06
240	Niko	male	1	0	2019-10-22	allergies are a problem	 If interested please fill out an application at EHRdogs.org Click for more informati	52	NULL	user18
241	Ripley	female	1	0	2019-10-30	having 'personal problems'	  is a special boy. He is FeLV+. He will require a home where he either be the only cat	29	NULL	user02
242	Kona	female	1	0	2019-10-31	I have decided that my family is allergic to the animal.	   She's a very sweet kitty - estimated 1.5-2 years old. She was brought in from	226	NULL	user17
243	Jasmine	female	1	0	2019-11-01	The kitten opened the refrigerator and ruined $200.00 in food.	  beautiful dilute tortie. She was found pregnant and homeless.  She is an amazing 	131	NULL	user25
244	Roo	female	1	0	2019-11-05	didn't know the cat would sleep all day	"  was rescued from the streets, pregnant and became  a wonderful mama to her babies. They "	30	NULL	user18
245	Roo	female	1	0	2019-11-11	The animal attacks my other animals.	  is a sweet girl that loves her people once she knows you. She is an easy going gi	48	NULL	user17
246	Maya	unknown	1	0	2019-11-12	upset that the dog bit somebody	" This sweet brindle boy with the crooked smile is Whopper. He's such a good boy - playful,"	114	9806691232	user02
247	Riley	female	1	0	2019-11-14	I don't want to be responsible for the animal anymore.	" is FIV+, but he is so sweet that he doesn't need to be the only cat in the home. He wil"	35	9611655250	user10
248	Minnie	female	1	0	2019-11-19	The animal turned 10 and you surrender the animal when it reaches that age.	" Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted"	251	NULL	user16
249	Emma	female	1	0	2019-11-29	don't like the way the dog reacted to a child	" Looking for a wonderful family pet? Please check out this pup with the wagging tail, he'd be s"	30	NULL	user25
250	Champ	male	1	0	2019-12-02	The animal turned 10 and you surrender the animal when it reaches that age.	" Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted"	43	NULL	user02
251	Sophie	female	1	0	2019-12-06	The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore.	"  is looking for a family of his own, preferably one with kids as he loves children! "	138	NULL	user11
252	Reese	female	1	0	2019-12-17	don't have time for the dog anymore	 is another kitten rescued from the Belleville apartments that have been killing the strays.	125	NULL	user10
253	Lucy	female	1	0	2019-12-17	The Chihuahua is too big to travel with us since we retired.	 is such a doll! She was recently rescued from euthanasia in a Texas shelt	8	872572389	user03
254	Olive	female	1	0	2019-12-18	I didn't know that owning an animal was this expensive	"   Meet a 3 month old cuddly, lovable Terrier mix.  He was dumped in"	184	7113595418	user25
255	Moose	male	1	0	2019-12-19	I had no idea that animals were this much work.	"    has the floppiest ears and the saddest eyes, but "	179	NULL	user16
256	Smokey	male	1	1	2019-12-20	I have decided that my family is allergic to the animal.	  was rescued from a feral colony and is a shy kitten. She needs a truly patient and caring p	31	NULL	user02
257	Mac	unknown	1	1	2019-12-23	The animal has a behavior that I don't want to try to work with and correct.	"  is an adorable little girl that is fostered with cats, dogs and kids. If interested please f"	105	1196954763	inge
258	Simone	female	1	0	2019-12-25	"My two dogs, who are brother and sister, keep having litters of puppies."	" sweet little kitten who you can pick up, put in your lap and she will just hang out "	27	9267638401	inge
259	Zelda	female	1	0	2019-12-26	allergies are a problem	" was rescued as a friendly girl from outside. She was found in a colony, but did not belong"	255	NULL	user11
260	Maddie	female	1	0	2019-12-27	The animal attacks me and my family.	   She's a very sweet kitty - estimated 1.5-2 years old. She was brought in from	61	NULL	inge
261	Hobbes	male	1	0	2019-12-30	don't like the way the dog reacted to a child	  siblings that have the sweetest faces. They do have an eyelid 	72	NULL	user17
262	Phoebe	female	1	0	2019-12-31	allergies are a problem	  is a sweet girl that loves attention. She will sit next to you as long as you are petting	124	1102776077	user18
263	Ralph	unknown	1	1	2019-12-31	didn't realize that the animal would need so much attention	"  is an adorable little girl that is fostered with cats, dogs and kids. If interested please f"	33	NULL	user17
264	Fluffy	male	1	1	2020-01-01	The Chihuahua is too big to travel with us since we retired.	  is a sweet girl rescued from North Carolina.  She is very independent.  If you are i	167	2807843449	user18
265	Pete	male	1	0	2020-01-01	I am going to have a child and don't want the animal anymore.	"   has been an inside cat since birth, we had him neutered and he has all his shots. "	120	442867707	inge
266	Jasmine	female	1	0	2020-01-07	"I ""Found"" the animal."	  siblings that have the sweetest faces. They do have an eyelid 	9	4750060009	user16
267	Jerry	male	1	1	2020-01-09	moving and don't want to take the dog along	 is beautiful and sweet.  Loves to play and eat.  A little shy and independent.	39	4717568429	user16
268	Mina	female	1	0	2020-01-09	don't know how to handle the animal's medical needs	 If interested please fill out an application at EHRdogs.org Click for more informati	128	8280221185	user18
269	Xena	female	1	1	2020-01-10	problems with the cat soiling outside the litter box	  such a gentle guy that it won't impact his ability to live with anoth	48	5011238566	user13
270	Maya	unknown	1	0	2020-01-13	The animal has a behavior that I don't want to try to work with and correct.	 is a PRECIOUS little man!  He's so sweet and snuggly!   gets along w	104	NULL	user17
271	Niko	male	1	1	2020-01-13	I had no idea that animals were this much work.	 came to us as pregnant girl. She had some deep wounds that needed healing and a long recov	189	NULL	user11
272	Mimi	female	1	0	2020-01-14	I don't want the dog to scratch my new floors.	  is a wonderful girl that came to us pregnant. She was an excellent mama and is ready for her	14	9503468013	user06
273	Mojo	male	1	1	2020-01-15	didn't know the cat would sleep all day	"  He's a brave boy, who is good with cats, kids and dogs. He loves to be pet and played with"	117	NULL	user25
274	Casey	female	1	0	2020-01-16	The animal has a behavior that I don't want to try to work with and correct.	 We don't know what happened to him before he arrived	75	9622412436	inge
275	Mittens	female	1	0	2020-01-17	don't have time for the dog anymore	"  is an adorable little girl that is fostered with cats, dogs and kids. If interested please f"	16	NULL	user03
276	Cody	male	0	0	2020-01-20	upset that the dog bit somebody	"  He's a brave boy, who is good with cats, kids and dogs. He loves to be pet and played with"	241	NULL	user17
277	Dixie	female	1	0	2020-01-22	moving and don't want to take the dog along	 found outside with a feral mom when they were ve	3	352643013	user03
278	Gracie	female	0	0	2020-01-31	I am moving and I can't take them with me.	  He's approximately one to one and a half years old. He was rescued a few months	205	NULL	user16
279	Oliver	male	0	0	2020-02-03	The animal has a behavior that I don't want to try to work with and correct.	"  is a 4-year-old Boxer/Lab gal weighing 67 pounds, so of course the name is perfect. She ca"	202	7756782436	user11
280	Luna	female	0	1	2020-02-11	didn't realize that the animal would need so much attention	  super sweet and shows her belly. She is very Rag Doll cat like and likes to nuzzle. 	21	NULL	user02
281	Nemo	male	0	0	2020-02-17	the pet sheds too much	   was surrendered to us because his elderly owner was no longer able to care for h	141	NULL	inge
282	Pippin	male	1	0	2020-02-18	I don't have time for the animal.	"  is an adorable little girl that is fostered with cats, dogs and kids. If interested please f"	83	NULL	user10
283	Sheba	female	1	0	2020-02-19	upset that the dog chewed on something or had an accident	 is a sweet girl who is looking for her forever home. Please fill out an application at EHRc	71	NULL	inge
284	Lila	female	1	0	2020-02-21	"I ""Found"" the animal."	  was surrendered to us due to his owner moving. He is a sweet boy. If interested please fil	57	12535592	user10
285	Sheldon	male	1	0	2020-02-24	My doctor told me that the cat will suck the life out of my newborn baby.	  2 years old. If interested please fill out an application at EHRdogs.org  Click for more informati	35	NULL	inge
286	Lilo	female	1	0	2020-02-25	didn't realize that the animal would need so much attention	 found outside with a feral mom when they were ve	17	NULL	user18
